KEY , ALPHA1 , ALPHA2 , GAPS , MATCHES , ALL , OVERLAP_TYPE ,R1L,R1S,R1E,R2L,R2S,R2E
origSeq_174-origSeq_5,0.145840771,0.147058824,0.013038996,0.082823528,0.050872846,Good Overlap,7674,2073,2890,860,1,826
origSeq_15-origSeq_169,0.145998916,0.145420037,0.012930117,0.093887053,0.064008796,Good Overlap,6726,0,3233,18645,15418,18636
origSeq_191-origSeq_7,0.146308825,0.146308825,0.012960551,0.091085306,0.060582935,Good Overlap,22116,8665,10633,1999,0,1968
origSeq_113-origSeq_138,0.146412713,0.149592549,0.012555996,0.088331318,0.056870991,Good Overlap,1253,0,1253,12367,7305,8590
origSeq_48-origSeq_72,0.146426652,0.144818304,0.014472145,0.094796336,0.06427198,Good Overlap,7106,3389,3934,554,5,543
origSeq_121-origSeq_142,0.146752992,0.145075683,0.013520385,0.088827533,0.057248374,Good Overlap,10092,4999,5747,757,4,742
origSeq_11-origSeq_67,0.147015799,0.149504084,0.015716113,0.092360316,0.060804541,Good Overlap,1005,0,1005,10468,5831,6856
origSeq_120-origSeq_158,0.147991368,0.14813278,0.012992243,0.090932773,0.059877886,Good Overlap,6804,0,1783,7035,5244,7029
origSeq_16-origSeq_42,0.148353339,0.153045608,0.015722589,0.097147481,0.065498075,Good Overlap,964,0,964,6699,5534,6534
origSeq_187-origSeq_69,0.148521394,0.152093444,0.013164404,0.090155099,0.057942955,Good Overlap,27328,15224,17022,1857,2,1851
origSeq_188-origSeq_52,0.148673802,0.148277467,0.014320128,0.091374144,0.060173195,Good Overlap,15308,3,2559,4444,1887,4435
origSeq_58-origSeq_74,0.148852887,0.149315366,0.013925119,0.091014019,0.059293363,Good Overlap,1666,0,1369,8911,7531,8905
origSeq_131-origSeq_168,0.148860903,0.148800679,0.011970825,0.090240289,0.058297963,Good Overlap,19393,5507,7611,2359,248,2351
origSeq_120-origSeq_3,0.149134651,0.15101041,0.013439485,0.091487947,0.059526896,Good Overlap,6804,0,1215,2584,1343,2576
origSeq_174-origSeq_59,0.149216501,0.149488491,0.01330316,0.090942528,0.059456903,Good Overlap,7674,0,2333,10331,7961,10299
origSeq_129-origSeq_26,0.149335042,0.149539447,0.014264249,0.093953319,0.062575654,Good Overlap,17989,5508,7372,1877,1,1868
origSeq_135-origSeq_51,0.149737573,0.151571165,0.011912737,0.086600255,0.054757475,Good Overlap,485,0,485,3798,2754,3246
origSeq_104-origSeq_155,0.149787492,0.150097111,0.013523785,0.091666154,0.059841238,Good Overlap,4949,0,2467,14003,11521,13994
origSeq_186-origSeq_44,0.150088382,0.150770713,0.016027125,0.096865707,0.06575672,Good Overlap,13958,7736,8670,945,1,940
origSeq_131-origSeq_25,0.150207182,0.148989774,0.012919956,0.091363363,0.059699476,Good Overlap,19393,0,3045,3903,879,3895
origSeq_187-origSeq_33,0.150226951,0.151262552,0.014864865,0.093931198,0.062413576,Good Overlap,27328,6841,9919,3124,2,3105
origSeq_67-origSeq_73,0.15103984,0.14993226,0.013976925,0.093081517,0.061311473,Good Overlap,10468,0,3014,12487,9487,12475
origSeq_177-origSeq_99,0.151134522,0.148950575,0.015635748,0.091888428,0.059706691,Good Overlap,9902,2511,3630,1116,13,1113
origSeq_162-origSeq_182,0.151230224,0.151134636,0.015621898,0.090330903,0.058497043,Good Overlap,2686,0,2686,26524,15075,17759
origSeq_122-origSeq_19,0.151617251,0.15332885,0.012197596,0.08530678,0.051833778,Good Overlap,5534,1084,1759,691,2,686
origSeq_175-origSeq_69,0.152047753,0.152820343,0.012164966,0.093266567,0.060927218,Good Overlap,13606,1550,3384,1857,6,1851
origSeq_123-origSeq_180,0.152429379,0.15137459,0.014299422,0.09234341,0.06010764,Good Overlap,10666,1818,3167,1351,2,1340
origSeq_190-origSeq_62,0.152448454,0.155604057,0.014609519,0.092424152,0.058593945,Good Overlap,31476,23716,24899,1217,0,1212
origSeq_120-origSeq_192,0.152727273,0.152251544,0.014111045,0.094158962,0.062062962,Good Overlap,6804,0,6804,47088,37746,44525
origSeq_123-origSeq_5,0.153485013,0.153790614,0.015903072,0.0916187,0.058857943,Good Overlap,10666,5128,5978,860,0,852
origSeq_162-origSeq_67,0.15365018,0.154689831,0.014599313,0.096540587,0.064181838,Good Overlap,2686,0,1749,10468,8697,10460
origSeq_122-origSeq_18,0.153994394,0.154290718,0.013595404,0.092670593,0.060280404,Good Overlap,5534,0,879,1059,174,1055
origSeq_5-origSeq_60,0.154509522,0.153597122,0.013555152,0.092504825,0.05933149,Good Overlap,860,0,860,12013,4706,5560
origSeq_127-origSeq_85,0.154522822,0.154242072,0.016561197,0.098744698,0.066365479,Good Overlap,16943,10921,11852,939,3,932
origSeq_119-origSeq_15,0.154598404,0.153624649,0.011865764,0.092988084,0.060397728,Good Overlap,9320,0,2150,6726,4587,6721
origSeq_177-origSeq_31,0.155069041,0.15291439,0.014769643,0.095313156,0.062519154,Good Overlap,9902,0,1707,2791,1106,2785
origSeq_139-origSeq_78,0.155120906,0.156879289,0.015597434,0.099189212,0.066446571,Good Overlap,15013,0,2752,5526,2728,5517
origSeq_134-origSeq_87,0.155462185,0.156011591,0.014026261,0.092226983,0.05890165,Good Overlap,18418,1533,4160,2659,13,2651
origSeq_121-origSeq_34,0.155675125,0.155368054,0.01488101,0.096798041,0.064012285,Good Overlap,10092,0,2141,5805,3661,5797
origSeq_153-origSeq_83,0.155814222,0.151511641,0.013598858,0.098913843,0.067029655,Good Overlap,8559,0,1352,1434,118,1426
origSeq_178-origSeq_27,0.156555773,0.157105606,0.013287966,0.095755127,0.062204405,Good Overlap,6981,0,1440,3736,2217,3663
origSeq_152-origSeq_7,0.157085987,0.157622533,0.013605101,0.096466856,0.063047712,Good Overlap,14143,1598,3571,1999,15,1996
origSeq_124-origSeq_27,0.157450474,0.15694217,0.014856151,0.098948621,0.066321578,Good Overlap,26618,3398,7054,3736,0,3642
origSeq_107-origSeq_189,0.157814992,0.15791572,0.014353837,0.096769773,0.063645929,Good Overlap,3958,0,3958,39864,21122,25083
origSeq_125-origSeq_56,0.158795896,0.159107761,0.014418114,0.097026987,0.06350426,Good Overlap,16120,0,2569,2637,58,2633
origSeq_187-origSeq_58,0.158845818,0.16072121,0.013967849,0.096814823,0.062611667,Good Overlap,27328,17036,18671,1666,1,1659
origSeq_14-origSeq_191,0.159057106,0.159965783,0.013754475,0.101614121,0.068594443,Good Overlap,3633,0,3529,22116,18554,22107
origSeq_184-origSeq_5,0.159439252,0.159282109,0.015949336,0.094586543,0.060987543,Good Overlap,15396,10046,10899,860,0,852
origSeq_125-origSeq_65,0.159504782,0.159614881,0.013237052,0.098387029,0.064828061,Good Overlap,16120,854,3289,2445,0,2437
origSeq_1-origSeq_186,0.159583108,0.159241706,0.014571835,0.095697589,0.061904693,Good Overlap,3177,0,2358,13958,11599,13951
origSeq_14-origSeq_189,0.160915976,0.16143597,0.014708344,0.099141595,0.06511044,Good Overlap,3633,0,3633,39864,18944,22591
origSeq_110-origSeq_172,0.161000486,0.160388821,0.014852145,0.099917214,0.066072919,Good Overlap,1989,0,1989,14476,10365,12345
origSeq_133-origSeq_143,0.161319663,0.160695077,0.014767829,0.102697964,0.069171494,Good Overlap,17758,5665,7616,1948,1,1943
origSeq_126-origSeq_131,0.161844761,0.160920948,0.015095045,0.099605237,0.065648147,Good Overlap,2646,0,2646,19393,13703,16331
origSeq_53-origSeq_86,0.161885828,0.162480488,0.0165428,0.099358311,0.064905704,Good Overlap,5003,6,1146,3221,2045,3190
origSeq_143-origSeq_22,0.162197515,0.162014828,0.014481037,0.10504339,0.070926105,Good Overlap,1948,0,744,3393,2639,3382
origSeq_130-origSeq_43,0.162351997,0.161679052,0.015553086,0.103294284,0.069478445,Good Overlap,3646,0,1618,7936,6320,7930
origSeq_117-origSeq_32,0.162527798,0.16143997,0.015613198,0.102804568,0.06931908,Good Overlap,6898,0,1754,5646,3894,5634
origSeq_153-origSeq_6,0.163046017,0.161773307,0.017436928,0.108284786,0.075196307,Good Overlap,8559,0,1396,1395,3,1386
origSeq_10-origSeq_31,0.163489736,0.158709677,0.012796203,0.103630566,0.06980006,Good Overlap,3535,0,892,2791,1921,2782
origSeq_175-origSeq_58,0.163615,0.162220479,0.015062846,0.101834459,0.067652855,Good Overlap,13606,3398,5069,1666,5,1659
origSeq_172-origSeq_182,0.163854806,0.164210885,0.014933665,0.102532067,0.068386247,Good Overlap,14476,0,5769,26524,20732,26516
origSeq_137-origSeq_22,0.163891532,0.162297426,0.014750072,0.101911512,0.067254164,Good Overlap,1503,0,689,3393,2701,3382
origSeq_101-origSeq_4,0.163899979,0.159129332,0.013994447,0.103623751,0.070037447,Good Overlap,10048,5311,6091,781,22,775
origSeq_33-origSeq_82,0.163977219,0.160790853,0.015292328,0.10737713,0.074567277,Good Overlap,3124,2,2075,11561,9520,11545
origSeq_140-origSeq_90,0.164579455,0.165532688,0.015321324,0.097116449,0.061602581,Good Overlap,13483,0,3890,14077,10153,14070
origSeq_100-origSeq_35,0.165178799,0.164454202,0.016907806,0.102909632,0.06837014,Good Overlap,16312,0,3238,6520,3291,6512
origSeq_24-origSeq_4,0.165718188,0.166097838,0.014482371,0.09603787,0.060800285,Good Overlap,4348,0,728,781,45,775
origSeq_180-origSeq_184,0.166707799,0.166913397,0.015946867,0.100968905,0.065936372,Good Overlap,1351,0,1351,15396,6753,8106
origSeq_61-origSeq_73,0.166749958,0.165846744,0.015436741,0.1011062,0.065792806,Good Overlap,2002,0,2002,12487,10004,11993
origSeq_82-origSeq_94,0.166959091,0.168111398,0.017432684,0.109493966,0.075125021,Good Overlap,11561,734,2542,1837,2,1825
origSeq_8-origSeq_94,0.167132476,0.168372093,0.014963828,0.104285353,0.069140909,Good Overlap,4447,0,897,1837,920,1825
origSeq_180-origSeq_59,0.167287168,0.169348849,0.014429172,0.105346926,0.070058344,Good Overlap,1351,3,1351,10331,6710,8078
origSeq_192-origSeq_30,0.167796366,0.164785063,0.0139893,0.107601918,0.073225612,Good Overlap,47088,33227,35554,2294,7,2284
origSeq_191-origSeq_84,0.168320326,0.167667491,0.015241497,0.101095177,0.065159212,Good Overlap,22116,0,4292,7678,3383,7655
origSeq_39-origSeq_65,0.168386907,0.167650531,0.022648865,0.102631844,0.067097865,Good Overlap,1522,0,571,2445,1869,2437
origSeq_22-origSeq_89,0.169013294,0.169572285,0.014450506,0.106371985,0.07089361,Good Overlap,3393,0,3013,17466,14434,17459
origSeq_23-origSeq_8,0.169146437,0.165661861,0.017666492,0.108825057,0.073560045,Good Overlap,648,0,648,4447,3183,3815
origSeq_63-origSeq_96,0.169300869,0.168155894,0.014366168,0.103741144,0.067917615,Good Overlap,4904,0,3567,19709,16165,19703
origSeq_169-origSeq_30,0.169428152,0.167352639,0.0145207,0.105077421,0.069474812,Good Overlap,18645,5012,7323,2294,7,2284
origSeq_116-origSeq_26,0.169770188,0.169166439,0.016297587,0.10352649,0.067657343,Good Overlap,16597,5595,7464,1877,7,1868
origSeq_29-origSeq_56,0.169978708,0.169831411,0.016027395,0.105166541,0.069276622,Good Overlap,3960,0,958,2637,1676,2633
origSeq_13-origSeq_138,0.171682365,0.171618931,0.014348804,0.104533565,0.068198668,Good Overlap,2939,0,2242,12367,10120,12361
origSeq_1-origSeq_45,0.171822836,0.170807799,0.017917241,0.101681365,0.065099519,Good Overlap,3177,0,1544,7344,5809,7342
origSeq_164-origSeq_192,0.172124295,0.173247521,0.015283403,0.103528708,0.066562047,Good Overlap,4943,2,4943,47088,23765,28745
origSeq_185-origSeq_69,0.172761194,0.172529626,0.017007249,0.105965329,0.06957192,Good Overlap,16198,5480,7332,1857,2,1851
origSeq_192-origSeq_78,0.172789843,0.173153646,0.01616843,0.105549928,0.068703289,Good Overlap,47088,15269,20767,5526,0,5512
origSeq_129-origSeq_59,0.173138287,0.173206812,0.017162407,0.107981546,0.071606433,Good Overlap,17989,0,4178,10331,6142,10322
origSeq_111-origSeq_116,0.173213207,0.173394848,0.0167285,0.109801139,0.074018029,Good Overlap,4768,0,3153,16597,13435,16592
origSeq_123-origSeq_160,0.173272318,0.172245088,0.015909743,0.108171845,0.072555744,Good Overlap,10666,0,2234,4454,2227,4445
origSeq_192-origSeq_43,0.173340045,0.179888775,0.016386805,0.106541064,0.068018175,Good Overlap,47088,3387,10963,7936,5,7930
origSeq_148-origSeq_40,0.173897325,0.169694767,0.014023011,0.100200377,0.063507887,Good Overlap,481,0,481,4447,2285,2752
origSeq_14-origSeq_152,0.17417477,0.174993391,0.016656087,0.109565969,0.07319073,Good Overlap,3633,0,2633,14143,11484,14132
origSeq_133-origSeq_139,0.174426112,0.175077055,0.017268683,0.109752775,0.072928459,Good Overlap,17758,0,4863,15013,10122,15007
origSeq_189-origSeq_97,0.174654272,0.172643156,0.016089504,0.107023066,0.070034281,Good Overlap,39864,9426,14743,5262,5,5248
origSeq_151-origSeq_69,0.17499289,0.175227445,0.015866397,0.107299363,0.070375931,Good Overlap,15444,4897,6743,1857,2,1851
origSeq_143-origSeq_167,0.17506965,0.173807381,0.017178507,0.105848688,0.068900262,Good Overlap,1948,0,1948,12915,9179,11110
origSeq_74-origSeq_96,0.17512107,0.174477348,0.015797797,0.107803159,0.070794458,Good Overlap,8911,0,4267,19709,15455,19703
origSeq_160-origSeq_182,0.175147464,0.176313516,0.016919802,0.109342803,0.072005247,Good Overlap,4454,0,4454,26524,20976,25466
origSeq_147-origSeq_188,0.177040915,0.179269,0.014533757,0.104193275,0.065510941,Good Overlap,913,0,913,15308,4244,5171
origSeq_146-origSeq_175,0.177272262,0.177693568,0.01402626,0.103672918,0.066042088,Good Overlap,1730,0,1730,13606,8029,9764
origSeq_34-origSeq_85,0.17735777,0.17735777,0.01690945,0.112135962,0.075057552,Good Overlap,5805,570,1499,939,3,932
origSeq_179-origSeq_89,0.177779924,0.178454265,0.016504853,0.110141013,0.072674622,Good Overlap,6953,4,3686,17466,13762,17461
origSeq_157-origSeq_30,0.177852842,0.17287234,0.013333898,0.111442079,0.073969869,Good Overlap,5695,0,1211,2294,1114,2284
origSeq_155-origSeq_44,0.17800648,0.178945365,0.01766294,0.113320246,0.07662295,Good Overlap,14003,8756,9690,945,0,940
origSeq_158-origSeq_192,0.178006629,0.178671656,0.015873135,0.110576387,0.073079609,Good Overlap,7035,0,7035,47088,32486,39553
origSeq_22-origSeq_36,0.17801299,0.180378988,0.014033433,0.110809939,0.072898734,Good Overlap,3393,0,740,1530,764,1516
origSeq_139-origSeq_155,0.178140612,0.178140612,0.015059723,0.111937327,0.074921505,Good Overlap,15013,0,4386,14003,9608,13994
origSeq_20-origSeq_43,0.17840772,0.179001929,0.016851943,0.111999508,0.07458552,Good Overlap,1845,0,1479,7936,6445,7930
origSeq_10-origSeq_165,0.179105234,0.178897223,0.014937118,0.109342734,0.071207838,Good Overlap,3535,0,3535,22641,16202,19732
origSeq_168-origSeq_179,0.179643766,0.182659399,0.016346306,0.109633275,0.071275601,Good Overlap,2359,0,1412,6953,5501,6942
origSeq_111-origSeq_189,0.180530303,0.181770045,0.017733044,0.112624361,0.074455121,Good Overlap,4768,2,4768,39864,21634,26440
origSeq_131-origSeq_142,0.180971064,0.180971064,0.018247033,0.112702012,0.075099439,Good Overlap,19393,15320,16058,757,5,743
origSeq_133-origSeq_165,0.181002484,0.180619316,0.017522104,0.111848577,0.073546843,Good Overlap,17758,0,6193,22641,16457,22634
origSeq_110-origSeq_190,0.181081573,0.181305179,0.017147541,0.112914211,0.074853041,Good Overlap,1989,0,1989,31476,8995,10987
origSeq_131-origSeq_22,0.181245664,0.180370786,0.016734463,0.113686207,0.075780685,Good Overlap,19393,656,4052,3393,0,3376
origSeq_128-origSeq_15,0.181483057,0.180088056,0.013822649,0.108207806,0.069440819,Good Overlap,1606,0,1280,6726,5447,6715
origSeq_137-origSeq_177,0.18163142,0.182026815,0.01827525,0.114674884,0.077443793,Good Overlap,1503,0,1503,9902,6772,8279
origSeq_192-origSeq_72,0.181756528,0.183694181,0.018840471,0.110457007,0.071319666,Good Overlap,47088,44143,44679,554,4,547
origSeq_133-origSeq_30,0.181896891,0.179701681,0.017507001,0.116192614,0.078481734,Good Overlap,17758,5060,7371,2294,7,2284
origSeq_116-origSeq_59,0.183016364,0.184315111,0.017587714,0.111484838,0.072686943,Good Overlap,16597,0,4138,10331,6013,10187
origSeq_163-origSeq_38,0.183029107,0.177483444,0.015851259,0.113913819,0.075806609,Good Overlap,1334,0,1113,5841,4747,5819
origSeq_101-origSeq_36,0.183158664,0.183556638,0.016049933,0.113691059,0.074783719,Good Overlap,10048,1851,3354,1530,9,1516
origSeq_34-origSeq_51,0.183716333,0.183917984,0.014640357,0.113825262,0.074975568,Good Overlap,5805,0,1487,3798,2289,3778
origSeq_119-origSeq_121,0.183761989,0.185255198,0.015147548,0.118298421,0.079912725,Good Overlap,9320,0,3008,10092,7049,10087
origSeq_190-origSeq_59,0.183894026,0.184911326,0.017150224,0.112176311,0.072987074,Good Overlap,31476,0,6483,10331,3778,10305
origSeq_110-origSeq_57,0.184036604,0.182269775,0.01957582,0.113187618,0.075064827,Good Overlap,1989,0,1448,7337,5879,7310
origSeq_119-origSeq_128,0.184216753,0.185661982,0.015943278,0.116061329,0.077575843,Good Overlap,9320,891,2448,1606,23,1595
origSeq_151-origSeq_191,0.184272004,0.185249417,0.01768966,0.113833022,0.074853735,Good Overlap,15444,0,5837,22116,16232,22107
origSeq_131-origSeq_3,0.184722626,0.185550559,0.015538396,0.113617133,0.074531045,Good Overlap,19393,5624,8168,2584,3,2561
origSeq_60-origSeq_8,0.185075703,0.185897436,0.017943867,0.115836414,0.076936549,Good Overlap,12013,0,2567,4447,1857,4438
origSeq_59-origSeq_84,0.185138871,0.184924292,0.015321044,0.113853373,0.074583314,Good Overlap,10331,0,2813,7678,4863,7672
origSeq_12-origSeq_167,0.185155305,0.184826473,0.014480463,0.105360398,0.064813462,Good Overlap,459,0,459,12915,2020,2478
origSeq_179-origSeq_192,0.185418278,0.185114046,0.016031717,0.114427533,0.075385266,Good Overlap,6953,0,6953,47088,30546,37485
origSeq_103-origSeq_140,0.185458723,0.186260043,0.017658418,0.114813448,0.07557358,Good Overlap,1130,0,1130,13483,4963,6099
origSeq_102-origSeq_71,0.185542169,0.184395737,0.016320181,0.116134722,0.076955201,Good Overlap,926,2,926,8532,4056,4973
origSeq_185-origSeq_58,0.185565846,0.186117381,0.016337222,0.112155388,0.072543983,Good Overlap,16198,7345,8988,1666,1,1650
origSeq_182-origSeq_34,0.185779311,0.186316948,0.016972446,0.114189229,0.074807547,Good Overlap,26524,0,5061,5805,718,5797
origSeq_187-origSeq_59,0.185907807,0.192466249,0.01783471,0.121081161,0.081146594,Good Overlap,27328,0,5860,10331,4193,10309
origSeq_102-origSeq_15,0.186290323,0.185140319,0.017101981,0.109835351,0.070450976,Good Overlap,926,2,926,6726,4036,4953
origSeq_189-origSeq_41,0.186578546,0.186164802,0.017050535,0.115491127,0.07630849,Good Overlap,39864,528,7868,7331,4,7324
origSeq_7-origSeq_96,0.186635514,0.185722305,0.016952369,0.11164719,0.072103628,Good Overlap,1999,2,1999,19709,8703,10688
origSeq_127-origSeq_143,0.187555034,0.187872861,0.017621691,0.116078254,0.076161658,Good Overlap,16943,6723,8640,1948,1,1922
origSeq_46-origSeq_63,0.188088162,0.187081577,0.018439068,0.116993406,0.077559278,Good Overlap,4709,0,1519,4904,3367,4876
origSeq_113-origSeq_141,0.188506093,0.189116055,0.019826125,0.117596023,0.078505794,Good Overlap,1253,0,1253,8897,5394,6652
origSeq_144-origSeq_185,0.188685175,0.188855138,0.019054179,0.116381,0.076971509,Good Overlap,1801,0,1801,16198,7744,9547
origSeq_181-origSeq_78,0.190242515,0.192081175,0.018102963,0.118842934,0.0784977,Good Overlap,11249,0,2675,5526,2812,5519
origSeq_122-origSeq_125,0.190264026,0.190575686,0.018113114,0.114213086,0.073935015,Good Overlap,5534,0,3459,16120,12646,16112
origSeq_191-origSeq_79,0.190504197,0.190547476,0.01682208,0.114413452,0.073680763,Good Overlap,22116,3414,6977,3576,1,3565
origSeq_190-origSeq_97,0.191014482,0.189844117,0.017479847,0.114653836,0.074097019,Good Overlap,31476,3792,9081,5262,5,5254
origSeq_16-origSeq_175,0.19138376,0.192985932,0.018073987,0.120007644,0.079573251,Good Overlap,964,0,964,13606,4073,5047
origSeq_166-origSeq_89,0.191929074,0.194244604,0.018138521,0.115785781,0.073935867,Good Overlap,3139,0,3139,17466,13216,16402
origSeq_110-origSeq_187,0.192062572,0.191437959,0.0183335,0.119444028,0.079607407,Good Overlap,1989,0,1989,27328,8367,10348
origSeq_115-origSeq_122,0.192098483,0.189429843,0.018162965,0.117269269,0.076635555,Good Overlap,2809,0,1342,5534,4177,5496
origSeq_17-origSeq_189,0.192380776,0.193352775,0.017849214,0.115732008,0.074599882,Good Overlap,4151,0,4151,39864,17426,21603
origSeq_192-origSeq_35,0.192474418,0.192093229,0.017557033,0.116751148,0.075753014,Good Overlap,47088,13178,19705,6520,1,6512
origSeq_10-origSeq_134,0.192674552,0.191969887,0.017569743,0.118836701,0.078313149,Good Overlap,3535,0,3535,18418,14812,18331
origSeq_41-origSeq_49,0.192709599,0.19005242,0.019167735,0.123148116,0.083249915,Good Overlap,7331,0,1586,2468,899,2458
origSeq_136-origSeq_91,0.192774836,0.19269103,0.018815146,0.116767854,0.076312501,Good Overlap,1857,0,1857,12771,7776,9632
origSeq_151-origSeq_58,0.192865362,0.191190037,0.017487855,0.119616604,0.079397772,Good Overlap,15444,6754,8430,1666,0,1658
origSeq_176-origSeq_76,0.193570929,0.190905449,0.015746634,0.117287341,0.07629378,Good Overlap,4281,0,1939,7647,5736,7642
origSeq_178-origSeq_188,0.194771031,0.195936528,0.017939813,0.119401677,0.077992084,Good Overlap,6981,0,3628,15308,11646,15301
origSeq_53-origSeq_70,0.195192397,0.195192397,0.017437191,0.115976082,0.074311599,Good Overlap,5003,6,2101,8278,5736,7831
origSeq_17-origSeq_191,0.195755718,0.197080979,0.018472258,0.118026944,0.076261405,Good Overlap,4151,0,4151,22116,17054,21240
origSeq_118-origSeq_189,0.195769067,0.196564885,0.019232239,0.125293168,0.08490561,Good Overlap,2767,0,2767,39864,11367,14148
origSeq_60-origSeq_7,0.196210028,0.196764967,0.015488029,0.12136567,0.079810153,Good Overlap,12013,1882,3870,1999,1,1996
origSeq_33-origSeq_96,0.196265795,0.196568843,0.01790227,0.123407303,0.082647366,Good Overlap,3124,2,3124,19709,12785,15913
origSeq_144-origSeq_42,0.196350262,0.199746443,0.021046809,0.12634607,0.085078622,Good Overlap,1801,0,1388,6699,5268,6686
origSeq_172-origSeq_41,0.196938104,0.196364834,0.01747406,0.120214049,0.078674541,Good Overlap,14476,0,3589,7331,3748,7324
origSeq_106-origSeq_131,0.197073961,0.197445234,0.019066109,0.118974459,0.07718187,Good Overlap,3408,0,3408,19393,13885,17301
origSeq_175-origSeq_81,0.197272843,0.196658589,0.018177583,0.122346272,0.080950518,Good Overlap,13606,5759,7307,1549,0,1542
origSeq_124-origSeq_141,0.19785772,0.196206163,0.019340903,0.118864517,0.076974216,Good Overlap,26618,0,5874,8897,3070,8883
origSeq_133-origSeq_166,0.198047682,0.195884051,0.017200918,0.119971676,0.077635113,Good Overlap,17758,1781,4946,3139,4,3126
origSeq_187-origSeq_81,0.198215184,0.19467239,0.01708742,0.126249043,0.085467986,Good Overlap,27328,19372,20949,1549,0,1542
origSeq_22-origSeq_75,0.198425713,0.200087279,0.016483798,0.120779526,0.078127043,Good Overlap,3393,0,1815,7594,5754,7588
origSeq_104-origSeq_192,0.198874824,0.200385047,0.019642318,0.122477588,0.080076333,Good Overlap,4949,0,4949,47088,19936,24932
origSeq_169-origSeq_89,0.198950271,0.199296055,0.018829727,0.120366672,0.078234799,Good Overlap,18645,0,5989,17466,11458,17460
origSeq_151-origSeq_176,0.199210446,0.198090257,0.018831275,0.119002978,0.076493403,Good Overlap,15444,0,3280,4281,1021,4278
origSeq_179-origSeq_36,0.199858257,0.200311659,0.017715355,0.124896857,0.082740985,Good Overlap,6953,0,1410,1530,102,1516
origSeq_118-origSeq_96,0.200072307,0.200592528,0.017978551,0.125378396,0.083814235,Good Overlap,2767,0,2767,19709,11063,13839
origSeq_118-origSeq_191,0.200420107,0.198911466,0.016587322,0.126161078,0.084312815,Good Overlap,2767,0,2767,22116,11039,13780
origSeq_110-origSeq_123,0.200787402,0.19997979,0.017638829,0.129055702,0.087833633,Good Overlap,1989,0,1989,10666,7917,9896
origSeq_189-origSeq_2,0.201053211,0.203557157,0.018902865,0.122716873,0.0798005,Good Overlap,39864,27145,29703,2612,4,2602
origSeq_144-origSeq_151,0.201341532,0.202945442,0.019587956,0.124312572,0.081594553,Good Overlap,1801,0,1801,15444,7144,8963
origSeq_169-origSeq_72,0.201414743,0.202008929,0.018753939,0.126555212,0.084597075,Good Overlap,18645,15960,16501,554,1,544
origSeq_151-origSeq_152,0.201455521,0.202395939,0.017822184,0.121709468,0.078680943,Good Overlap,15444,0,4955,14143,9152,14136
origSeq_185-origSeq_191,0.201576435,0.202478043,0.018629976,0.125096961,0.08260441,Good Overlap,16198,0,6419,22116,15646,22101
origSeq_189-origSeq_9,0.20194163,0.197732921,0.019783718,0.126785468,0.084792798,Good Overlap,39864,23399,26748,3402,119,3381
origSeq_124-origSeq_130,0.202249068,0.202293476,0.018328623,0.122824054,0.079909176,Good Overlap,26618,8655,12288,3646,0,3634
origSeq_172-origSeq_79,0.202933333,0.202773888,0.016622351,0.122642571,0.079384211,Good Overlap,14476,0,3044,3576,524,3565
origSeq_148-origSeq_64,0.203296703,0.19787234,0.015993892,0.121241984,0.07794283,Good Overlap,481,0,481,3939,1885,2350
origSeq_145-origSeq_165,0.203541222,0.20429598,0.02030764,0.125259975,0.082223037,Good Overlap,2575,0,2575,22641,10076,12663
origSeq_107-origSeq_190,0.203978561,0.205616128,0.018056621,0.129227055,0.086327707,Good Overlap,3958,0,3958,31476,15446,19444
origSeq_135-origSeq_168,0.204468803,0.198385726,0.015745607,0.118904726,0.07562696,Good Overlap,485,0,485,2359,1887,2354
origSeq_104-origSeq_124,0.204647893,0.204384695,0.018766285,0.12654501,0.083646425,Good Overlap,4949,0,4949,26618,19234,24175
origSeq_172-origSeq_7,0.205352548,0.204287776,0.018903469,0.124422407,0.080632963,Good Overlap,14476,4775,6770,1999,14,1996
origSeq_186-origSeq_55,0.205432009,0.208749319,0.019385409,0.128121806,0.08413013,Good Overlap,13958,0,3381,5971,2500,5950
origSeq_133-origSeq_89,0.206918993,0.20645692,0.01901962,0.127251652,0.083622397,Good Overlap,17758,0,6041,17466,11437,17461
origSeq_124-origSeq_87,0.206994778,0.209184881,0.01896983,0.127475205,0.082870377,Good Overlap,26618,13980,16596,2659,0,2651
origSeq_116-origSeq_118,0.20713138,0.208826449,0.018721344,0.124655744,0.080041106,Good Overlap,16597,3538,6245,2767,10,2745
origSeq_191-origSeq_26,0.207214206,0.20695015,0.018489639,0.124094986,0.079681299,Good Overlap,22116,13107,14974,1877,1,1865
origSeq_68-origSeq_80,0.207341602,0.20767362,0.019091313,0.125771675,0.081424438,Good Overlap,6602,0,2474,7860,5330,7809
origSeq_13-origSeq_188,0.207351489,0.209025627,0.019041553,0.126076154,0.081832518,Good Overlap,2939,0,2939,15308,11235,14204
origSeq_38-origSeq_64,0.207530864,0.206649363,0.017316117,0.123718796,0.079852585,Good Overlap,5841,0,1681,3939,2259,3931
origSeq_179-origSeq_75,0.207533051,0.20871731,0.021709279,0.127721536,0.083599621,Good Overlap,6953,0,2496,7594,5074,7588
origSeq_189-origSeq_63,0.208488427,0.208285189,0.02109919,0.129391376,0.085829598,Good Overlap,39864,16500,21373,4904,9,4876
